% SubNumber, Age, Gender 	    70    18     2
% Contents of columns:
% Sub  BlockNum  Trial  Trty  Cor    RT
   70         8      1     7    1  1030
   70         8      2     2    1   896
   70         8      3     6    1   562
   70         8      4     5    1   469
   70         8      5     3    1   598
   70         8      6     1    1   479
   70         8      7     1    1   510
   70         8      8     4    1   485
   70         8      9     7    1   629
   70         8     10     5    1   526
   70         8     11     3    1   459
   70         8     12     1    1   443
   70         8     13     8    1   438
   70         8     14     3    1   423
   70         8     15     2    1   537
   70         8     16     6    1   438
   70         8     17     6    1  1014
   70         8     18     6    1   428
   70         8     19     2    1   510
   70         8     20     3    1   500
   70         8     21     5    1   449
   70         8     22     7    1   479
   70         8     23     7    1   444
   70         8     24     4    1   475
   70         8     25     8    1   506
   70         8     26     8    1   644
   70         8     27     4    1   490
   70         8     28     2    0   475
   70         8     29     8    1   505
   70         8     30     5    1   567
   70         8     31     1    1   511
   70         8     32     4    1   588
   70         9      1     4    1   526
   70         9      2     5    1   582
   70         9      3     7    1   541
   70         9      4     6    1   531
   70         9      5     4    1   860
   70         9      6     7    1   474
   70         9      7     3    1   572
   70         9      8     6    1   593
   70         9      9     8    1   557
   70         9     10     2    1   901
   70         9     11     4    1   485
   70         9     12     1    1   613
   70         9     13     2    1   505
   70         9     14     8    1   521
   70         9     15     8    1   418
   70         9     16     1    0   412
   70         9     17     7    1   455
   70         9     18     8    1   546
   70         9     19     3    1   520
   70         9     20     6    1   552
   70         9     21     1    1   458
   70         9     22     1    1   562
   70         9     23     3    1   495
   70         9     24     7    1   584
   70         9     25     6    1   552
   70         9     26     3    1   481
   70         9     27     2    1   485
   70         9     28     2    1   629
   70         9     29     3    1   505
   70         9     30     6    1   655
   70         9     31     1    1   439
   70         9     32     8    1   521
   70         9     33     4    1   444
   70         9     34     6    1   557
   70         9     35     5    1   634
   70         9     36     7    1   551
   70         9     37     4    1   479
   70         9     38     2    1   479
   70         9     39     8    1   495
   70         9     40     5    1   618
   70         9     41     7    1   501
   70         9     42     7    1   490
   70         9     43     8    1   531
   70         9     44     6    1   803
   70         9     45     5    1   546
   70         9     46     1    1   557
   70         9     47     6    1   772
   70         9     48     4    1   654
   70         9     49     2    1   680
