% SubNumber, Age, Gender 	     7    21     2
% Contents of columns:
% Sub  BlockNum  Trial  Trty  Cor    RT
    7         1      1     7    0  1997
    7         1      2     7    1   490
    7         1      3     1    1   706
    7         1      4     2    1   433
    7         1      5     8    1   474
    7         1      6     7    1   300
    7         1      7     2    1   315
    7         1      8     5    1   377
    7         1      9     1    1   413
    7         1     10     6    1   475
    7         1     11     5    1   382
    7         1     12     4    1   465
    7         1     13     3    1   351
    7         1     14     7    1   407
    7         1     15     6    1   464
    7         1     16     6    1   351
    7         1     17     2    1   325
    7         1     18     4    1   377
    7         1     19     8    1   320
    7         1     20     3    1   572
    7         1     21     6    1   327
    7         1     22     2    1   382
    7         1     23     3    1   624
    7         1     24     3    1   542
    7         1     25     8    1   510
    7         1     26     4    1   470
    7         1     27     5    1   377
    7         1     28     4    1   444
    7         1     29     1    1   372
    7         1     30     8    1   362
    7         1     31     5    0   444
    7         1     32     1    1   501
    7         2      1     5    1   578
    7         2      2     6    1   289
    7         2      3     5    1   351
    7         2      4     8    0   300
    7         2      5     6    1   521
    7         2      6     4    1   470
    7         2      7     3    1   382
    7         2      8     8    1   469
    7         2      9     7    1   362
    7         2     10     2    1   361
    7         2     11     7    1   315
    7         2     12     2    1   289
    7         2     13     8    1   320
    7         2     14     8    1   341
    7         2     15     4    1   397
    7         2     16     1    0   536
    7         2     17     1    0   428
    7         2     18     5    0   506
    7         2     19     4    1  1169
    7         2     20     7    1   428
    7         2     21     1    1   552
    7         2     22     1    1   398
    7         2     23     2    1   326
    7         2     24     7    1   418
    7         2     25     3    0   351
    7         2     26     4    1   737
    7         2     27     3    1   320
    7         2     28     2    1   542
    7         2     29     8    1   649
    7         2     30     4    1   495
    7         2     31     3    1   932
    7         2     32     5    1   562
    7         2     33     4    1   454
    7         2     34     3    1   356
    7         2     35     4    1   392
    7         2     36     3    1   448
    7         2     37     7    1   382
    7         2     38     6    1   402
    7         2     39     4    1   500
    7         2     40     6    1   434
    7         2     41     8    1   444
    7         2     42     6    1   413
    7         2     43     5    1   809
    7         2     44     1    1   634
    7         2     45     6    1   573
    7         2     46     2    1   665
    7         2     47     2    1   510
    7         2     48     7    1   670
    7         2     49     2    1   696
    7         2     50     8    1   572
    7         2     51     5    1   516
    7         2     52     6    1   536
    7         2     53     5    1   491
    7         2     54     7    1   541
    7         2     55     3    1   639
    7         2     56     5    1   506
    7         2     57     8    1   464
    7         2     58     7    1   459
    7         2     59     3    1   557
    7         2     60     1    1   629
    7         2     61     6    1   505
    7         2     62     1    1   563
    7         2     63     1    1   532
    7         2     64     2    1   459
    7         3      1     4    1   659
