% SubNumber, Age, Gender 	     4    19     1
% Contents of columns:
% Sub  BlockNum  Trial  Trty  Cor    RT
    4         8      1     2    0  2020
    4         8      2     4    0  1999
    4         8      3     1    1   537
    4         8      4     5    1   408
    4         8      5     3    1   398
    4         8      6     8    0   429
    4         8      7     5    1   604
    4         8      8     8    0   583
    4         8      9     2    0   542
    4         8     10     1    1   402
    4         8     11     3    1   670
    4         8     12     8    1  1468
    4         8     13     2    1   548
    4         8     14     5    1   650
    4         8     15     6    1  1236
    4         8     16     6    1   526
    4         8     17     6    1   497
    4         8     18     7    1   610
    4         8     19     7    1   434
    4         8     20     3    1   886
    4         8     21     7    1   580
    4         8     22     6    1   696
    4         8     23     4    1   552
    4         8     24     1    1   706
    4         8     25     1    1   500
    4         8     26     4    1   491
    4         8     27     3    1   528
    4         8     28     2    0   582
    4         8     29     4    1  1077
    4         8     30     7    1   660
    4         8     31     8    0   779
    4         8     32     5    1   706
    4         9      1     8    1  1221
    4         9      2     2    0  1997
    4         9      3     6    1   562
    4         9      4     7    1   521
    4         9      5     3    0  1257
    4         9      6     5    1   393
    4         9      7     6    1   546
    4         9      8     8    1   424
    4         9      9     1    1   644
    4         9     10     4    1   814
    4         9     11     2    1   542
    4         9     12     7    1   902
    4         9     13     6    1   850
    4         9     14     4    1  1092
    4         9     15     7    1   450
    4         9     16     8    1   865
    4         9     17     3    1   490
    4         9     18     3    1   521
    4         9     19     6    1   562
    4         9     20     2    1   428
    4         9     21     6    1   464
    4         9     22     7    1   599
    4         9     23     5    1   464
    4         9     24     4    1   485
    4         9     25     8    1   707
    4         9     26     1    1   423
    4         9     27     8    1   557
    4         9     28     8    1   511
    4         9     29     4    1   423
    4         9     30     7    1   465
    4         9     31     5    1   398
    4         9     32     2    0   531
    4         9     33     1    1   614
    4         9     34     4    1   609
    4         9     35     4    1   757
    4         9     36     4    1   480
    4         9     37     5    1   840
    4         9     38     3    1   403
    4         9     39     6    0   398
    4         9     40     1    1   649
    4         9     41     2    0   450
    4         9     42     3    1   562
    4         9     43     3    1   454
    4         9     44     5    1   505
    4         9     45     1    1   717
    4         9     46     1    1   423
    4         9     47     8    1   696
    4         9     48     2    1   485
    4         9     49     3    1   510
    4         9     50     5    1   669
    4         9     51     7    1   500
    4         9     52     5    1   572
    4         9     53     8    1   613
    4         9     54     2    1   419
    4         9     55     7    1   356
    4         9     56     4    1   510
    4         9     57     6    1   397
    4         9     58     6    1   392
    4         9     59     1    1   439
    4         9     60     3    0   372
    4         9     61     1    1   701
    4         9     62     5    1   433
    4         9     63     7    1   464
    4         9     64     2    0   562
    4        10      1     3    1   542
    4        10      2     3    1   618
    4        10      3     7    1   527
    4        10      4     5    1   510
    4        10      5     8    1   861
    4        10      6     1    1   403
    4        10      7     6    1   681
    4        10      8     7    1   573
    4        10      9     8    0   500
    4        10     10     7    1   490
    4        10     11     5    1   835
    4        10     12     4    1   372
    4        10     13     8    1   567
    4        10     14     4    1   619
    4        10     15     5    1   387
    4        10     16     4    1   376
    4        10     17     2    1   418
    4        10     18     4    1   516
    4        10     19     7    1   485
    4        10     20     8    1  1123
    4        10     21     6    1   474
    4        10     22     1    1   433
    4        10     23     5    1   335
    4        10     24     7    1   536
    4        10     25     1    1   398
    4        10     26     8    1   789
    4        10     27     7    1   644
    4        10     28     6    1   542
    4        10     29     8    1   639
    4        10     30     7    1   475
    4        10     31     2    0   474
    4        10     32     1    1   557
    4        10     33     6    1   495
    4        10     34     4    0   454
    4        10     35     2    1   680
    4        10     36     6    0   752
    4        10     37     3    1   454
    4        10     38     2    0   912
    4        10     39     1    1   834
    4        10     40     2    1   469
    4        10     41     3    1   444
    4        10     42     3    1   521
    4        10     43     2    1   655
    4        10     44     4    1   541
    4        10     45     4    0   717
    4        10     46     5    1  1042
    4        10     47     4    1   732
    4        10     48     6    1   655
    4        10     49     2    1   495
    4        10     50     5    1   490
    4        10     51     1    1   382
    4        10     52     1    1   418
    4        10     53     8    1   727
    4        10     54     3    1   531
    4        10     55     6    1   551
    4        10     56     1    1  1045
    4        10     57     6    1   495
    4        10     58     3    1   382
    4        10     59     7    1   536
    4        10     60     2    0   799
    4        10     61     5    1   809
    4        10     62     3    1   474
    4        10     63     5    1   356
    4        10     64     8    1   671
    4        11      1     2    0   670
    4        11      2     7    1   613
    4        11      3     4    1   568
    4        11      4     4    1   510
    4        11      5     3    1   372
    4        11      6     6    1   408
    4        11      7     4    1   387
    4        11      8     2    1   444
    4        11      9     6    1   552
    4        11     10     6    1   413
    4        11     11     4    1   460
    4        11     12     1    1   665
    4        11     13     3    1   521
    4        11     14     1    0   418
    4        11     15     2    1   598
    4        11     16     1    1   625
    4        11     17     7    1   485
    4        11     18     5    1   490
    4        11     19     2    1   856
    4        11     20     6    1   501
    4        11     21     3    1   464
    4        11     22     1    1   367
    4        11     23     5    1   397
    4        11     24     5    1   480
    4        11     25     8    1   649
    4        11     26     8    1   464
    4        11     27     3    1   362
    4        11     28     3    1   444
    4        11     29     1    1   326
    4        11     30     5    1   413
    4        11     31     7    1   408
    4        11     32     7    1   480
    4        11     33     6    1   495
    4        11     34     7    1   474
    4        11     35     3    1   464
    4        11     36     1    1   768
    4        11     37     8    1   429
    4        11     38     5    1   526
    4        11     39     5    1   402
    4        11     40     6    0   500
    4        11     41     3    1   686
    4        11     42     8    1   413
    4        11     43     4    1   608
    4        11     44     6    1   593
    4        11     45     7    1   567
    4        11     46     3    1   609
    4        11     47     2    1   773
    4        11     48     4    1   522
    4        11     49     5    1   588
    4        11     50     8    1   712
    4        11     51     6    1   690
    4        11     52     8    1   614
    4        11     53     4    1   516
    4        11     54     2    1   824
    4        11     55     4    1   906
    4        11     56     7    1   490
    4        11     57     2    1   393
    4        11     58     1    1   469
    4        11     59     5    1   433
    4        11     60     8    1   572
    4        11     61     8    1   367
    4        11     62     2    1   562
    4        11     63     1    1   346
    4        11     64     7    1   342
    4        12      1     4    1   609
    4        12      2     7    1   500
    4        12      3     8    1   650
    4        12      4     8    1   428
    4        12      5     8    1   438
    4        12      6     2    1   440
    4        12      7     7    1   511
    4        12      8     2    1   583
    4        12      9     7    1   475
    4        12     10     1    1   474
    4        12     11     5    1   521
    4        12     12     5    1   434
    4        12     13     5    1   418
    4        12     14     2    1   433
    4        12     15     2    1   397
    4        12     16     3    1   479
    4        12     17     3    1   470
    4        12     18     5    1   382
    4        12     19     6    1   413
    4        12     20     1    1   469
    4        12     21     4    1   495
    4        12     22     6    1   660
    4        12     23     3    1   558
    4        12     24     4    1   547
    4        12     25     6    1   392
    4        12     26     4    1   377
    4        12     27     1    1   485
    4        12     28     1    1   356
    4        12     29     7    1   469
    4        12     30     3    1   546
    4        12     31     4    1   552
    4        12     32     6    1   634
    4        12     33     1    1  1000
    4        12     34     2    1   367
    4        12     35     1    1   485
    4        12     36     7    1   395
    4        12     37     8    1   480
    4        12     38     3    1   397
    4        12     39     4    1   361
    4        12     40     5    1   861
    4        12     41     6    1   578
    4        12     42     7    1   516
    4        12     43     4    1   506
    4        12     44     1    1   906
    4        12     45     8    1   439
    4        12     46     3    1   439
    4        12     47     7    1   488
    4        12     48     5    1   840
    4        12     49     3    1   449
    4        12     50     2    1   603
    4        12     51     7    1   619
    4        12     52     8    1   526
    4        12     53     5    1   496
    4        12     54     5    1   397
    4        12     55     2    1   593
    4        12     56     3    1   465
    4        12     57     4    1   661
    4        12     58     8    1   562
    4        12     59     1    0   665
    4        12     60     6    1   511
    4        12     61     8    1   536
    4        12     62     6    1   583
    4        12     63     2    1   578
    4        12     64     6    1   588
    4        13      1     2    1   685
    4        13      2     8    1   465
    4        13      3     5    1   449
    4        13      4     2    1   577
    4        13      5     5    1   444
    4        13      6     7    1   516
    4        13      7     1    1   706
    4        13      8     1    1   361
    4        13      9     2    0   480
    4        13     10     2    1   959
    4        13     11     8    1   475
    4        13     12     6    1   531
    4        13     13     3    1   886
    4        13     14     1    1   424
    4        13     15     3    1   459
    4        13     16     3    1   387
    4        13     17     6    1   531
    4        13     18     3    1   490
    4        13     19     3    1   393
    4        13     20     5    1   387
    4        13     21     1    1   455
    4        13     22     8    1   639
    4        13     23     5    1   506
    4        13     24     5    1   403
    4        13     25     7    1   642
    4        13     26     7    1   387
    4        13     27     7    1   366
    4        13     28     7    1   387
    4        13     29     1    1   377
    4        13     30     8    1   588
    4        13     31     1    1   496
    4        13     32     7    1   397
    4        13     33     6    1   495
    4        13     34     1    1   449
    4        13     35     7    1   423
    4        13     36     3    1   505
    4        13     37     6    1   618
    4        13     38     6    1   377
    4        13     39     5    1   423
    4        13     40     3    1   475
    4        13     41     2    1   721
    4        13     42     4    1   593
    4        13     43     2    1   753
    4        13     44     4    1   500
    4        13     45     2    1   767
    4        13     46     8    1   497
    4        13     47     6    1   695
    4        13     48     4    1   567
    4        13     49     6    1   490
    4        13     50     4    1   402
    4        13     51     4    1   382
    4        13     52     5    1   408
    4        13     53     3    1   398
    4        13     54     6    1   629
    4        13     55     7    1   521
    4        13     56     4    1   470
    4        13     57     1    1   855
    4        13     58     8    1   485
    4        13     59     4    1   551
    4        13     60     8    1   634
    4        13     61     2    1   685
    4        13     62     5    1   686
    4        13     63     4    0   747
    4        13     64     8    1   567
    4        14      1     4    1   613
    4        14      2     5    1   346
    4        14      3     1    1   382
    4        14      4     5    1   352
    4        14      5     2    1   428
    4        14      6     4    1   464
    4        14      7     2    1   423
    4        14      8     4    1   511
    4        14      9     2    1   433
    4        14     10     7    1   475
    4        14     11     1    1   480
    4        14     12     7    1   361
    4        14     13     6    1   567
    4        14     14     1    1   552
    4        14     15     2    1   372
    4        14     16     3    1   443
    4        14     17     7    1   546
    4        14     18     6    1   578
    4        14     19     8    1   516
    4        14     20     6    1   475
    4        14     21     3    1   516
    4        14     22     6    1   547
    4        14     23     4    1   536
