% SubNumber, Age, Gender 	    54    23     1
% Contents of columns:
% Sub  BlockNum  Trial  Trty  Cor    RT
   54         8      1     3    0   376
   54         8      2     4    1   523
   54         8      3     4    1   415
   54         8      4     7    1   378
   54         8      5     1    1   461
   54         8      6     2    1   612
   54         8      7     6    1   641
   54         8      8     8    1   482
   54         8      9     3    1   456
   54         8     10     6    0   812
   54         8     11     7    1   735
   54         8     12     7    1   404
   54         8     13     5    1   952
   54         8     14     7    1   420
   54         8     15     8    1   492
   54         8     16     1    1   606
   54         8     17     1    1   296
   54         8     18     5    1   637
   54         8     19     4    1   405
   54         8     20     1    1   435
   54         8     21     3    1   395
   54         8     22     2    1   719
   54         8     23     6    1   291
   54         8     24     3    1   317
   54         8     25     5    0   312
   54         8     26     2    1   745
   54         8     27     6    1   487
   54         8     28     5    1   332
   54         8     29     2    1   524
   54         8     30     4    1   441
   54         8     31     8    1   467
   54         8     32     8    1   353
   54         9      1     7    1   459
   54         9      2     5    1   531
   54         9      3     5    1   398
   54         9      4     2    1   496
   54         9      5     3    1   449
   54         9      6     8    1   392
   54         9      7     2    1   552
   54         9      8     8    1   619
   54         9      9     3    1   419
   54         9     10     1    1   500
   54         9     11     1    1   511
   54         9     12     3    1   517
   54         9     13     4    1   419
   54         9     14     5    1   521
   54         9     15     2    1   418
   54         9     16     2    1   428
   54         9     17     6    1   459
   54         9     18     8    1   516
   54         9     19     4    1   403
   54         9     20     2    0   383
   54         9     21     6    1   553
   54         9     22     6    1   440
   54         9     23     1    1   475
   54         9     24     4    1   434
   54         9     25     1    1   516
   54         9     26     7    1   599
   54         9     27     7    1   341
   54         9     28     7    1   361
   54         9     29     8    1   541
   54         9     30     4    1   372
   54         9     31     1    1   480
   54         9     32     3    1   485
   54         9     33     7    1   614
   54         9     34     1    1   552
   54         9     35     3    1   397
   54         9     36     2    1   469
   54         9     37     3    1   496
   54         9     38     7    1   382
   54         9     39     2    0   419
   54         9     40     5    0   516
   54         9     41     8    1   644
   54         9     42     3    1   526
   54         9     43     5    1   933
   54         9     44     6    1   398
   54         9     45     5    1   475
   54         9     46     8    1   820
   54         9     47     3    1   444
   54         9     48     6    1   583
   54         9     49     1    1   588
   54         9     50     4    1   732
   54         9     51     2    1   691
   54         9     52     7    1   537
   54         9     53     6    1   629
   54         9     54     4    1   475
   54         9     55     5    1   752
   54         9     56     7    1   536
   54         9     57     5    0   650
   54         9     58     8    1   531
   54         9     59     8    1   573
   54         9     60     6    1   584
   54         9     61     4    1   449
   54         9     62     6    1   475
   54         9     63     1    1   552
   54         9     64     4    1   495
   54        10      1     6    1   635
   54        10      2     3    0   469
   54        10      3     2    1   557
   54        10      4     7    1   464
   54        10      5     1    1   532
   54        10      6     8    1   593
   54        10      7     1    1   387
   54        10      8     5    1   501
   54        10      9     6    1   325
   54        10     10     3    1   578
   54        10     11     4    1   568
   54        10     12     5    1   660
   54        10     13     4    1   475
   54        10     14     1    1   419
   54        10     15     2    1   377
   54        10     16     6    1   377
   54        10     17     2    1   598
   54        10     18     8    1   383
   54        10     19     7    1   603
   54        10     20     4    1   439
   54        10     21     5    1   578
   54        10     22     2    1   542
   54        10     23     3    1  1160
   54        10     24     4    1   454
   54        10     25     1    1   521
   54        10     26     6    1   500
   54        10     27     6    1   702
   54        10     28     3    1   532
   54        10     29     4    1   449
   54        10     30     4    1   367
   54        10     31     7    1   310
   54        10     32     7    1   634
   54        10     33     2    0   645
   54        10     34     1    1   598
   54        10     35     5    1   604
   54        10     36     5    1   630
   54        10     37     6    1   500
   54        10     38     4    1   470
   54        10     39     4    1   413
   54        10     40     5    1   969
   54        10     41     1    1   474
   54        10     42     6    1   490
   54        10     43     2    1   516
   54        10     44     2    1   439
   54        10     45     3    1   881
   54        10     46     3    1   392
   54        10     47     3    1   383
   54        10     48     5    1   346
   54        10     49     8    1   475
   54        10     50     8    1   460
   54        10     51     8    1   414
   54        10     52     7    1   511
   54        10     53     8    1   536
   54        10     54     7    1   501
   54        10     55     7    1   326
   54        10     56     5    1   480
   54        10     57     1    1   512
   54        10     58     8    1   434
   54        10     59     7    1   599
   54        10     60     2    1   650
   54        10     61     8    1   650
   54        10     62     6    1   567
   54        10     63     3    1   316
   54        10     64     1    1   696
   54        11      1     5    1   531
   54        11      2     5    1   547
   54        11      3     2    1   336
   54        11      4     1    1   326
   54        11      5     4    1   505
   54        11      6     8    1   393
   54        11      7     6    1   372
   54        11      8     3    1   598
   54        11      9     4    1   548
   54        11     10     5    1   985
   54        11     11     6    1   444
   54        11     12     1    1   459
   54        11     13     3    1   423
   54        11     14     4    1   511
   54        11     15     1    1   670
   54        11     16     8    1   830
   54        11     17     3    1   439
   54        11     18     4    1   465
   54        11     19     7    1   423
   54        11     20     6    1   474
   54        11     21     2    1   460
   54        11     22     2    1   660
   54        11     23     3    1   486
   54        11     24     5    1   531
   54        11     25     3    1   475
   54        11     26     6    1   552
   54        11     27     6    1   655
   54        11     28     7    1   469
   54        11     29     1    1   542
   54        11     30     8    1   748
   54        11     31     5    1   665
   54        11     32     6    1   618
   54        11     33     8    1   491
   54        11     34     2    1   562
   54        11     35     7    1   526
   54        11     36     7    1   397
   54        11     37     4    1   464
   54        11     38     8    1   567
   54        11     39     8    1   588
   54        11     40     7    1   552
   54        11     41     6    1   557
   54        11     42     1    1   593
   54        11     43     6    1   773
   54        11     44     4    1   618
   54        11     45     2    1   521
   54        11     46     3    1   634
   54        11     47     3    1   624
   54        11     48     5    1   773
   54        11     49     2    1   512
   54        11     50     4    1   949
   54        11     51     2    1   521
   54        11     52     7    1   423
   54        11     53     7    1   346
   54        11     54     1    1   567
   54        11     55     4    1   959
   54        11     56     3    1   593
   54        11     57     7    1   500
   54        11     58     8    1   515
   54        11     59     1    1   521
   54        11     60     8    1   537
   54        11     61     2    1   470
   54        11     62     1    1   629
   54        11     63     5    1   382
   54        11     64     5    1   994
   54        12      1     6    1   614
   54        12      2     5    1   439
   54        12      3     8    1   531
   54        12      4     7    1   397
   54        12      5     7    1   650
   54        12      6     1    1   464
   54        12      7     4    1   516
   54        12      8     8    1   403
   54        12      9     8    1   372
   54        12     10     4    1   697
   54        12     11     1    1  1385
   54        12     12     4    1   434
   54        12     13     3    1   557
   54        12     14     4    1   497
   54        12     15     8    1   337
   54        12     16     8    1   428
   54        12     17     6    1   434
   54        12     18     6    1   377
   54        12     19     5    1   341
   54        12     20     5    1   300
   54        12     21     7    1   433
   54        12     22     3    1   387
   54        12     23     6    1   357
   54        12     24     1    1   449
   54        12     25     3    1   465
   54        12     26     6    0   321
   54        12     27     7    1   511
   54        12     28     2    1   464
   54        12     29     4    1   383
   54        12     30     6    1   804
   54        12     31     2    1   510
   54        12     32     5    1   455
   54        12     33     7    1   526
   54        12     34     7    1   325
   54        12     35     8    1   536
   54        12     36     1    1   840
   54        12     37     7    1   583
   54        12     38     3    1   717
   54        12     39     2    1  1056
   54        12     40     3    1   475
   54        12     41     6    1   553
   54        12     42     5    1   526
   54        12     43     4    1   589
   54        12     44     3    1   609
   54        12     45     1    1   491
   54        12     46     4    1   475
   54        12     47     2    1   533
   54        12     48     1    1   398
   54        12     49     5    1   619
   54        12     50     8    1   460
   54        12     51     2    1   495
