% SubNumber, Age, Gender 	    16    19     2
% Contents of columns:
% Sub  BlockNum  Trial  Trty  Cor    RT
   16         8      1     6    1  1377
   16         8      2     4    1   809
   16         8      3     5    0   562
   16         8      4     2    1   968
   16         8      5     2    1   490
   16         8      6     7    1   747
   16         8      7     6    1   398
   16         8      8     8    1   481
   16         8      9     8    1   383
   16         8     10     5    1  1956
   16         8     11     6    0   593
   16         8     12     5    1   517
   16         8     13     4    1   578
   16         8     14     1    1   521
   16         8     15     3    1   547
   16         8     16     3    1   377
   16         8     17     8    1   588
   16         8     18     1    1   721
   16         8     19     2    1   454
   16         8     20     4    1   433
   16         8     21     2    1   521
   16         8     22     5    1   485
   16         8     23     7    1   557
   16         8     24     1    1   732
   16         8     25     3    1   474
   16         8     26     4    1   567
   16         8     27     1    1   598
   16         8     28     6    1   377
   16         8     29     7    1   572
   16         8     30     8    0   583
   16         8     31     7    1   506
   16         8     32     3    1   418
   16         9      1     2    1   732
   16         9      2     7    1   424
   16         9      3     5    1   372
   16         9      4     3    1   536
   16         9      5     6    1   382
   16         9      6     7    1   408
   16         9      7     6    1   459
   16         9      8     3    1   573
   16         9      9     4    1   398
   16         9     10     5    1   392
   16         9     11     2    1   372
   16         9     12     2    1   331
   16         9     13     8    1   464
   16         9     14     6    1   361
   16         9     15     7    1   562
   16         9     16     1    1   583
   16         9     17     7    1   486
   16         9     18     7    1   377
   16         9     19     3    1   382
   16         9     20     8    1   516
   16         9     21     6    1   469
   16         9     22     8    1   511
   16         9     23     4    1   495
   16         9     24     2    0   558
   16         9     25     6    1   474
   16         9     26     6    1   388
   16         9     27     2    1   536
   16         9     28     4    1   629
   16         9     29     3    1   551
   16         9     30     5    1   594
   16         9     31     4    1   707
   16         9     32     8    1   521
   16         9     33     2    1   449
   16         9     34     3    1   577
   16         9     35     5    1   398
   16         9     36     8    1   697
   16         9     37     7    0   506
   16         9     38     4    1   521
   16         9     39     1    1   439
   16         9     40     2    1   480
   16         9     41     3    1   438
   16         9     42     4    1   552
   16         9     43     7    1   469
   16         9     44     6    1   763
   16         9     45     8    1   618
   16         9     46     1    1   722
   16         9     47     1    1   475
   16         9     48     5    1   639
   16         9     49     4    0   403
   16         9     50     5    1   423
   16         9     51     2    0   485
   16         9     52     3    1   536
   16         9     53     8    1   398
   16         9     54     1    1   537
   16         9     55     3    1   557
   16         9     56     1    1   675
   16         9     57     5    1   511
   16         9     58     5    1   397
   16         9     59     6    1   562
   16         9     60     1    1   398
   16         9     61     7    1   449
   16         9     62     8    1   613
   16         9     63     4    1   413
   16         9     64     1    1   608
   16        10      1     2    1  1781
   16        10      2     5    1   434
   16        10      3     3    1   429
   16        10      4     1    1   495
   16        10      5     5    1   614
   16        10      6     1    1   496
   16        10      7     4    0   505
   16        10      8     6    1  1390
   16        10      9     1    1   490
   16        10     10     2    1  1025
   16        10     11     2    1   449
   16        10     12     3    1   490
   16        10     13     7    1   701
   16        10     14     4    1   578
   16        10     15     5    1   397
   16        10     16     7    1   527
   16        10     17     7    0   511
   16        10     18     2    1  1318
   16        10     19     3    1   444
   16        10     20     2    1   428
   16        10     21     8    1   568
   16        10     22     6    1   593
   16        10     23     8    1   520
   16        10     24     4    1   557
   16        10     25     1    1   809
   16        10     26     5    1   459
   16        10     27     5    1   469
   16        10     28     8    1   443
   16        10     29     2    1   485
   16        10     30     5    1   428
   16        10     31     7    1   583
   16        10     32     5    0   464
   16        10     33     7    1   722
   16        10     34     5    1   392
   16        10     35     8    1   434
   16        10     36     2    1   491
   16        10     37     4    1   562
   16        10     38     3    1   665
   16        10     39     8    1   418
   16        10     40     3    1   475
   16        10     41     6    0   723
   16        10     42     4    1   649
   16        10     43     1    1   531
   16        10     44     3    1   541
   16        10     45     1    1   670
   16        10     46     4    1   629
   16        10     47     8    1   423
   16        10     48     1    1   994
   16        10     49     3    1   438
   16        10     50     4    1   655
   16        10     51     4    1   383
   16        10     52     6    1   402
   16        10     53     6    1   387
   16        10     54     6    1   361
   16        10     55     1    1   403
   16        10     56     6    1   480
   16        10     57     7    1   542
   16        10     58     8    1   500
   16        10     59     8    1   408
   16        10     60     7    1   490
   16        10     61     6    1   433
   16        10     62     2    1   583
   16        10     63     7    1   491
   16        10     64     3    1   433
   16        11      1     1    1   701
   16        11      2     3    1   526
   16        11      3     8    1   572
   16        11      4     3    1   614
   16        11      5     2    1   531
   16        11      6     6    1   408
   16        11      7     2    1   351
   16        11      8     5    1   500
   16        11      9     1    1   542
   16        11     10     4    1   567
   16        11     11     6    1   356
   16        11     12     5    1   409
   16        11     13     7    1   475
   16        11     14     8    1   439
   16        11     15     4    1   572
   16        11     16     7    1   423
   16        11     17     4    1   418
   16        11     18     7    1   686
   16        11     19     3    1   470
   16        11     20     5    1   397
   16        11     21     3    1   409
   16        11     22     8    1   377
   16        11     23     1    1   608
   16        11     24     8    1   511
   16        11     25     6    1   639
   16        11     26     1    1   778
   16        11     27     2    1   454
   16        11     28     7    1   516
   16        11     29     2    1   588
   16        11     30     2    1   351
   16        11     31     6    1   377
   16        11     32     2    1   480
   16        11     33     1    1   613
   16        11     34     8    1   691
   16        11     35     5    1   510
   16        11     36     5    1   959
   16        11     37     2    1   542
   16        11     38     1    1   346
   16        11     39     8    0   408
   16        11     40     4    1   634
   16        11     41     3    1   378
   16        11     42     3    1   325
   16        11     43     4    1   547
   16        11     44     4    1   361
   16        11     45     5    1   577
   16        11     46     2    1   377
   16        11     47     8    1   413
   16        11     48     3    1   377
   16        11     49     6    1   367
   16        11     50     4    1   402
   16        11     51     1    1   614
   16        11     52     8    1   495
   16        11     53     1    1   542
   16        11     54     6    1   521
   16        11     55     3    1   387
   16        11     56     5    1   378
   16        11     57     7    1   639
   16        11     58     7    1   402
   16        11     59     6    1   402
   16        11     60     7    1   454
   16        11     61     7    1   423
   16        11     62     4    1   475
   16        11     63     5    1   392
   16        11     64     6    1   382
   16        12      1     4    1   542
   16        12      2     7    1   397
   16        12      3     8    1   470
   16        12      4     8    1   439
   16        12      5     8    1   377
   16        12      6     1    1   562
   16        12      7     7    1   439
   16        12      8     2    1   418
   16        12      9     4    1   516
   16        12     10     5    1   387
   16        12     11     2    1   557
   16        12     12     3    1   480
   16        12     13     2    1   567
   16        12     14     8    1   454
   16        12     15     7    1   485
   16        12     16     8    1   454
   16        12     17     7    1   491
   16        12     18     1    1   418
   16        12     19     3    1   413
   16        12     20     8    1   455
   16        12     21     1    1   495
   16        12     22     6    1   377
   16        12     23     3    1   516
   16        12     24     6    1   362
   16        12     25     1    1   485
   16        12     26     8    1   469
   16        12     27     4    1   444
   16        12     28     2    1   654
   16        12     29     5    1   408
   16        12     30     1    1   577
   16        12     31     6    0   501
   16        12     32     6    1  1030
   16        12     33     4    1   392
   16        12     34     8    1   449
   16        12     35     6    1   418
   16        12     36     1    1   532
   16        12     37     5    1   387
   16        12     38     5    1   382
   16        12     39     3    0   377
   16        12     40     2    1   603
   16        12     41     2    1   346
   16        12     42     3    1   372
   16        12     43     5    1   418
   16        12     44     1    1   516
   16        12     45     4    1   449
   16        12     46     6    1   336
   16        12     47     1    1   526
   16        12     48     7    1   443
   16        12     49     5    1   567
   16        12     50     6    1   418
   16        12     51     4    0   402
   16        12     52     7    1   511
   16        12     53     3    1   341
   16        12     54     2    1   634
   16        12     55     4    1   454
   16        12     56     2    1   439
   16        12     57     3    1   367
   16        12     58     4    1   459
   16        12     59     3    1   377
   16        12     60     5    1   470
   16        12     61     7    1   449
   16        12     62     6    1   496
   16        12     63     5    1   485
   16        12     64     7    1   510
   16        13      1     1    0   552
   16        13      2     5    1   454
   16        13      3     1    1   526
   16        13      4     1    1   429
   16        13      5     2    1   408
   16        13      6     3    1   459
   16        13      7     1    1   346
   16        13      8     8    1   501
   16        13      9     3    1   397
   16        13     10     3    1   393
   16        13     11     7    1   592
   16        13     12     4    1   366
   16        13     13     5    1   371
   16        13     14     2    1   469
   16        13     15     6    1   438
   16        13     16     6    1   480
   16        13     17     8    1   429
   16        13     18     2    1   366
   16        13     19     2    1   372
   16        13     20     2    1   475
   16        13     21     7    0   480
   16        13     22     7    1   527
   16        13     23     4    1   377
   16        13     24     3    1   336
   16        13     25     4    1   413
   16        13     26     4    1   336
   16        13     27     8    1   480
   16        13     28     8    1   320
   16        13     29     2    1   351
   16        13     30     8    1   377
   16        13     31     5    1   454
   16        13     32     4    1   583
   16        13     33     6    1   351
   16        13     34     6    1   336
