% SubNumber, Age, Gender 	     2    19     1
% Contents of columns:
% Sub  BlockNum  Trial  Trty  Cor    RT
    2         8      1     2    1   787
    2         8      2     1    1   369
    2         8      3     4    1   461
    2         8      4     3    1   485
    2         8      5     5    1   444
    2         8      6     8    1   692
    2         8      7     5    1   625
    2         8      8     8    1   548
    2         8      9     1    1   460
    2         8     10     4    1   640
    2         8     11     7    1   501
    2         8     12     2    1   573
    2         8     13     2    1   532
    2         8     14     6    1   506
    2         8     15     6    1   537
    2         8     16     7    1   537
    2         8     17     8    1   595
    2         8     18     1    1   569
    2         8     19     2    1   794
    2         8     20     6    1   383
    2         8     21     7    1   522
    2         8     22     8    1   635
    2         8     23     6    1   898
    2         8     24     5    1   965
    2         8     25     5    1   414
    2         8     26     3    1   800
    2         8     27     3    1   501
    2         8     28     7    1   548
    2         8     29     4    1   398
    2         8     30     1    1   465
    2         8     31     4    1   578
    2         8     32     3    1   532
    2         9      1     8    1   511
    2         9      2     1    1   456
    2         9      3     8    1   439
    2         9      4     4    1   418
    2         9      5     3    1   424
    2         9      6     6    1   588
    2         9      7     6    1   393
    2         9      8     8    1   429
    2         9      9     4    1   598
    2         9     10     4    1   583
    2         9     11     3    1   434
    2         9     12     2    1   619
    2         9     13     5    1   701
    2         9     14     1    1   439
    2         9     15     2    1  1438
    2         9     16     5    1   537
    2         9     17     4    1   805
    2         9     18     7    1   543
    2         9     19     2    1   496
    2         9     20     7    1   429
    2         9     21     6    1   444
    2         9     22     5    0   655
    2         9     23     6    1   521
    2         9     24     8    1   630
    2         9     25     8    1   491
    2         9     26     8    1   403
    2         9     27     2    1   434
    2         9     28     8    1   501
    2         9     29     7    1   564
    2         9     30     1    1   408
    2         9     31     3    1   418
    2         9     32     5    1   491
    2         9     33     3    1   444
    2         9     34     3    1   429
    2         9     35     3    1   413
    2         9     36     4    1   434
    2         9     37     8    1   398
    2         9     38     4    1   805
    2         9     39     5    1   362
    2         9     40     4    1   496
    2         9     41     1    1   444
    2         9     42     5    1   583
    2         9     43     1    1   424
    2         9     44     4    1   501
    2         9     45     5    1   362
    2         9     46     1    1   358
    2         9     47     7    1   419
    2         9     48     2    0   429
    2         9     49     6    1   481
    2         9     50     2    1   569
    2         9     51     7    0   414
    2         9     52     3    1   687
    2         9     53     6    1   872
    2         9     54     1    1   413
    2         9     55     5    1   506
    2         9     56     7    1   722
    2         9     57     6    1   527
    2         9     58     1    1   537
    2         9     59     3    1   753
    2         9     60     2    1   599
    2         9     61     6    1   491
    2         9     62     7    1   599
    2         9     63     2    1   537
    2         9     64     7    1   568
    2        10      1     7    1   506
    2        10      2     2    1   513
    2        10      3     3    1   516
    2        10      4     1    1   455
    2        10      5     3    1   691
    2        10      6     7    1   455
    2        10      7     8    1   552
    2        10      8     1    1   372
    2        10      9     2    1   728
    2        10     10     5    1   573
    2        10     11     7    1   526
    2        10     12     8    1   496
    2        10     13     1    1   568
    2        10     14     3    1   651
    2        10     15     7    1   604
    2        10     16     4    1   557
    2        10     17     4    1   609
    2        10     18     1    1   523
    2        10     19     3    1   537
    2        10     20     6    0   480
    2        10     21     5    1   584
    2        10     22     7    1   457
    2        10     23     4    1   506
