% SubNumber, Age, Gender 	     1    19     2
% Contents of columns:
% Sub  BlockNum  Trial  Trty  Cor    RT
    1         1      1     4    1   613
    1         1      2     3    1   363
    1         1      3     8    1   367
    1         1      4     5    1   392
    1         1      5     8    1   397
    1         1      6     7    1   377
    1         1      7     1    0   414
    1         1      8     4    1   640
    1         1      9     7    1   454
    1         1     10     6    1   577
    1         1     11     1    1   372
    1         1     12     5    1   353
    1         1     13     2    1   366
    1         1     14     6    1   393
    1         1     15     2    1   397
    1         1     16     6    1   465
    1         1     17     1    1   320
    1         1     18     5    1   382
    1         1     19     8    1   387
    1         1     20     7    1   434
    1         1     21     3    1   398
    1         1     22     5    1   382
    1         1     23     1    1   341
    1         1     24     2    1   346
    1         1     25     4    1   387
    1         1     26     3    1   377
    1         1     27     8    1   603
    1         1     28     3    1   454
    1         1     29     4    1   495
    1         1     30     7    1   361
    1         1     31     2    1   418
    1         1     32     6    1   423
    1         2      1     8    1   490
    1         2      2     8    1   439
    1         2      3     8    1   418
    1         2      4     8    1   356
    1         2      5     6    1   362
    1         2      6     6    1   310
    1         2      7     4    0   341
    1         2      8     5    1   418
    1         2      9     7    1   393
    1         2     10     1    1   383
    1         2     11     1    1   371
    1         2     12     4    1   412
    1         2     13     8    1   433
    1         2     14     3    1   448
    1         2     15     7    1   289
    1         2     16     2    0   568
    1         2     17     6    1  1292
    1         2     18     6    1   372
    1         2     19     1    1   346
    1         2     20     2    1   382
    1         2     21     2    1   403
    1         2     22     2    1   342
    1         2     23     1    1   372
    1         2     24     3    1   495
    1         2     25     7    1   485
    1         2     26     6    1   501
    1         2     27     4    1   449
    1         2     28     8    1   434
    1         2     29     3    1   413
    1         2     30     7    1   552
    1         2     31     5    1   387
    1         2     32     8    1   366
    1         2     33     3    1   429
    1         2     34     6    1   573
    1         2     35     2    1   330
    1         2     36     2    1   423
    1         2     37     1    1   377
    1         2     38     4    0   398
    1         2     39     7    1   526
    1         2     40     5    1   423
    1         2     41     6    1   361
    1         2     42     1    1   372
    1         2     43     3    1   402
    1         2     44     3    1   408
    1         2     45     7    1   423
    1         2     46     7    1   361
    1         2     47     4    1   341
    1         2     48     4    1   392
    1         2     49     8    1   485
    1         2     50     6    1   378
    1         2     51     3    1   424
    1         2     52     2    1   480
    1         2     53     7    1   562
    1         2     54     5    1   336
    1         2     55     4    1   403
    1         2     56     2    1   439
    1         2     57     1    1   361
    1         2     58     3    0   402
    1         2     59     4    1   511
    1         2     60     5    1   500
    1         2     61     5    1   341
    1         2     62     1    1   320
    1         2     63     5    1   285
    1         2     64     5    1   326
    1         3      1     8    1   403
    1         3      2     8    1   372
    1         3      3     8    1   305
    1         3      4     1    1   536
    1         3      5     2    1   460
    1         3      6     1    1   320
    1         3      7     3    0   362
    1         3      8     1    1   609
    1         3      9     2    1   402
    1         3     10     6    1   449
    1         3     11     3    1   609
    1         3     12     2    1   460
    1         3     13     6    1   403
    1         3     14     6    1   454
    1         3     15     8    1   743
    1         3     16     1    1   572
    1         3     17     3    1   438
    1         3     18     7    1   403
    1         3     19     1    0   547
    1         3     20     7    1   583
    1         3     21     5    1   501
    1         3     22     6    1   361
    1         3     23     4    1   429
    1         3     24     6    1   402
    1         3     25     2    1   397
    1         3     26     7    1   440
    1         3     27     2    1   377
    1         3     28     5    1   341
    1         3     29     7    1   444
    1         3     30     5    1   361
    1         3     31     8    1   542
    1         3     32     3    1   387
    1         3     33     8    1   311
    1         3     34     4    1   284
    1         3     35     6    1   388
    1         3     36     6    1   305
    1         3     37     3    1   433
    1         3     38     3    1   366
    1         3     39     7    1   274
    1         3     40     1    1   356
    1         3     41     3    1   362
    1         3     42     4    1   347
    1         3     43     5    1   356
    1         3     44     6    1   352
    1         3     45     4    1   387
    1         3     46     5    1   325
    1         3     47     4    1   419
    1         3     48     2    1   341
    1         3     49     5    1   300
    1         3     50     8    0   305
    1         3     51     4    1   460
    1         3     52     1    1   475
    1         3     53     3    1   337
    1         3     54     2    1   433
    1         3     55     4    1   475
    1         3     56     5    1   496
    1         3     57     7    1   464
    1         3     58     2    1   378
    1         3     59     4    1   505
    1         3     60     1    1   393
    1         3     61     7    1   454
    1         3     62     5    1   547
    1         3     63     7    0   321
    1         3     64     8    1   640
    1         4      1     1    1   392
    1         4      2     7    1   547
    1         4      3     5    1   377
    1         4      4     2    1   362
    1         4      5     6    1   346
    1         4      6     7    1   425
    1         4      7     1    1   408
    1         4      8     5    1   413
    1         4      9     3    0   372
    1         4     10     3    0   434
    1         4     11     4    1   510
    1         4     12     2    1   562
    1         4     13     6    1   506
    1         4     14     7    1   819
    1         4     15     7    1   665
    1         4     16     7    1   408
    1         4     17     2    1   356
    1         4     18     5    1   377
    1         4     19     7    0   346
    1         4     20     8    1   667
    1         4     21     2    1   449
    1         4     22     6    1   367
    1         4     23     6    1   382
    1         4     24     6    1   294
    1         4     25     3    1   439
    1         4     26     2    1   423
    1         4     27     2    1   485
    1         4     28     8    1   408
    1         4     29     6    1   835
    1         4     30     3    1   444
    1         4     31     4    1   398
