% SubNumber, Age, Gender 	    72    19     1
% Contents of columns:
% Sub  BlockNum  Trial  Trty  Cor    RT
   72         8      1     2    1   345
   72         8      2     1    1   362
   72         8      3     1    1   327
   72         8      4     6    1   372
   72         8      5     6    1   311
   72         8      6     4    1   567
   72         8      7     8    1   444
   72         8      8     7    1   470
   72         8      9     3    1   341
   72         8     10     1    1   264
   72         8     11     1    1   321
   72         8     12     2    1   423
   72         8     13     7    0   568
   72         8     14     7    1   511
   72         8     15     8    1   552
   72         8     16     3    1   500
   72         8     17     2    1   491
   72         8     18     6    1   696
   72         8     19     5    1   275
   72         8     20     7    1   434
   72         8     21     3    1   506
   72         8     22     3    1   441
   72         8     23     2    1   316
   72         8     24     4    1   439
   72         8     25     4    1   367
   72         8     26     5    1   414
   72         8     27     5    1   357
   72         8     28     8    1   387
   72         8     29     8    1   336
   72         8     30     6    1   341
   72         8     31     5    1   392
   72         8     32     4    1   589
   72         9      1     1    1   397
   72         9      2     6    1   393
   72         9      3     4    1   372
   72         9      4     8    1   523
   72         9      5     7    1   434
   72         9      6     3    1   321
   72         9      7     3    1   449
   72         9      8     2    1   368
   72         9      9     3    1   445
   72         9     10     6    0   403
   72         9     11     7    1   578
   72         9     12     4    1   403
   72         9     13     2    1   408
   72         9     14     5    1   418
   72         9     15     7    1   547
   72         9     16     2    1   583
   72         9     17     1    1   382
   72         9     18     1    1   449
   72         9     19     2    1   527
   72         9     20     2    1   326
   72         9     21     8    1   573
   72         9     22     7    1   491
   72         9     23     5    1   382
   72         9     24     4    1   357
   72         9     25     5    1   464
   72         9     26     6    1   346
   72         9     27     3    1   326
   72         9     28     2    1   466
   72         9     29     5    1   409
   72         9     30     5    1   358
   72         9     31     6    1   306
   72         9     32     6    1   306
   72         9     33     3    1   432
   72         9     34     1    1   403
   72         9     35     5    1   326
   72         9     36     7    1   464
   72         9     37     4    1   383
   72         9     38     3    1   359
   72         9     39     7    1   279
   72         9     40     8    1   367
   72         9     41     8    1   326
   72         9     42     1    1   404
   72         9     43     5    1   300
   72         9     44     8    0   326
   72         9     45     3    1   819
   72         9     46     2    1   341
   72         9     47     7    1   424
   72         9     48     6    1   459
   72         9     49     1    1   429
   72         9     50     7    1   414
   72         9     51     4    1   512
   72         9     52     8    1   367
   72         9     53     6    1   661
   72         9     54     1    1   351
   72         9     55     1    1   444
   72         9     56     8    1   521
   72         9     57     3    1   388
   72         9     58     4    1   419
   72         9     59     5    1   408
   72         9     60     4    1   434
   72         9     61     8    1   464
   72         9     62     6    1   547
   72         9     63     2    1   393
   72         9     64     4    1   501
   72        10      1     3    1   542
   72        10      2     7    1   450
   72        10      3     1    1   501
   72        10      4     2    1   460
   72        10      5     1    1   356
   72        10      6     6    1   362
   72        10      7     1    1   284
   72        10      8     7    1   542
   72        10      9     4    1   434
   72        10     10     7    1   660
