% SubNumber, Age, Gender 	    62    21     1
% Contents of columns:
% Sub  BlockNum  Trial  Trty  Cor    RT
   62         8      1     3    0   764
   62         8      2     4    1   682
   62         8      3     2    1   511
   62         8      4     7    1   604
   62         8      5     1    1   511
   62         8      6     5    1   553
   62         8      7     7    1   475
   62         8      8     3    1   362
   62         8      9     8    0   496
   62         8     10     8    1   480
   62         8     11     3    1   521
   62         8     12     4    0   552
   62         8     13     2    1   501
   62         8     14     1    1   588
   62         8     15     2    1   423
   62         8     16     5    1   429
   62         8     17     2    1   511
   62         8     18     6    1   424
   62         8     19     5    1   491
   62         8     20     1    1   449
   62         8     21     6    1   336
   62         8     22     4    1   439
   62         8     23     7    1   414
   62         8     24     4    1   475
   62         8     25     6    1   372
   62         8     26     1    1   423
   62         8     27     3    0   362
   62         8     28     7    1   574
   62         8     29     5    1   754
   62         8     30     6    1   511
   62         8     31     8    1   460
   62         8     32     8    1   480
   62         9      1     1    1   619
   62         9      2     4    1   485
   62         9      3     2    1   485
   62         9      4     7    1   500
   62         9      5     2    1   589
   62         9      6     7    1   383
   62         9      7     7    1   490
   62         9      8     4    1   336
   62         9      9     6    1   404
   62         9     10     1    1   378
   62         9     11     8    1   325
   62         9     12     1    1   306
   62         9     13     7    1   351
   62         9     14     4    1   352
   62         9     15     8    1   372
   62         9     16     5    0   382
   62         9     17     5    1   521
   62         9     18     2    1   336
   62         9     19     2    1   439
   62         9     20     1    1   408
   62         9     21     4    1   480
   62         9     22     6    1   321
   62         9     23     8    1   326
   62         9     24     3    1   382
   62         9     25     8    1   362
   62         9     26     7    1   670
   62         9     27     5    1   460
   62         9     28     8    1   413
   62         9     29     6    0   392
   62         9     30     2    1   567
   62         9     31     6    1   403
   62         9     32     3    1   521
   62         9     33     5    0   321
   62         9     34     2    1   527
   62         9     35     6    1   356
   62         9     36     7    1   681
   62         9     37     5    1   361
   62         9     38     8    1   465
   62         9     39     8    1   393
   62         9     40     3    1   315
   62         9     41     5    1   438
   62         9     42     1    1   665
   62         9     43     7    1   330
   62         9     44     2    0   526
   62         9     45     4    1   516
   62         9     46     6    1   346
   62         9     47     5    1   367
   62         9     48     6    1   423
   62         9     49     3    1   413
   62         9     50     1    1   532
   62         9     51     4    1   408
   62         9     52     3    1   418
   62         9     53     7    1   470
   62         9     54     1    1   397
   62         9     55     4    1   424
   62         9     56     1    1   506
   62         9     57     3    1   434
   62         9     58     3    1   521
   62         9     59     4    1   423
   62         9     60     2    1   352
   62         9     61     8    1   392
   62         9     62     5    1   506
   62         9     63     3    1   397
   62         9     64     6    0   403
   62        10      1     3    1   814
   62        10      2     8    1   408
   62        10      3     5    1   475
   62        10      4     6    1   485
   62        10      5     4    1   537
   62        10      6     1    1   382
   62        10      7     7    1   372
   62        10      8     5    0   429
   62        10      9     2    1   450
   62        10     10     2    1   711
   62        10     11     4    1   408
   62        10     12     3    1   521
   62        10     13     7    1   433
   62        10     14     7    1   480
   62        10     15     5    1   506
   62        10     16     3    1   321
   62        10     17     5    1   372
   62        10     18     1    1   368
   62        10     19     3    1   413
   62        10     20     2    1   531
   62        10     21     7    1   408
   62        10     22     3    1   526
   62        10     23     6    1   598
   62        10     24     1    1   490
   62        10     25     2    1   449
   62        10     26     2    1   336
   62        10     27     1    1   558
   62        10     28     4    1   434
   62        10     29     8    1   388
   62        10     30     4    0   351
   62        10     31     4    1   423
   62        10     32     2    1   470
   62        10     33     7    1   485
   62        10     34     8    1   469
   62        10     35     8    1   383
   62        10     36     5    1   403
   62        10     37     5    1   387
   62        10     38     4    1   505
   62        10     39     7    1   408
   62        10     40     3    1   511
   62        10     41     1    1   593
   62        10     42     2    1   429
   62        10     43     1    1   475
   62        10     44     8    1   444
   62        10     45     6    1   356
   62        10     46     7    1   387
   62        10     47     8    1   383
   62        10     48     8    1   392
   62        10     49     7    1   311
   62        10     50     5    1   470
   62        10     51     1    1   356
   62        10     52     3    1   438
   62        10     53     6    1   330
   62        10     54     6    1   346
   62        10     55     3    1   418
   62        10     56     6    1   336
   62        10     57     1    1   295
   62        10     58     8    1   362
   62        10     59     4    1   330
   62        10     60     5    1   264
   62        10     61     2    1   357
   62        10     62     6    1   542
   62        10     63     4    0   403
   62        10     64     6    1   459
   62        11      1     6    1   377
   62        11      2     3    1   361
   62        11      3     7    1   439
   62        11      4     2    0   361
   62        11      5     2    1   573
   62        11      6     3    1   475
   62        11      7     8    1   402
   62        11      8     4    1   444
   62        11      9     2    1   423
   62        11     10     6    1   449
   62        11     11     2    1   418
   62        11     12     6    1   464
   62        11     13     1    0   475
   62        11     14     2    1   449
   62        11     15     4    1   388
   62        11     16     1    1   409
   62        11     17     5    1   331
   62        11     18     7    1   367
   62        11     19     7    1   418
   62        11     20     5    0   403
   62        11     21     4    1   408
   62        11     22     1    1   485
