% SubNumber, Age, Gender 	     6    20     2
% Contents of columns:
% Sub  BlockNum  Trial  Trty  Cor    RT
    6         8      1     4    1   677
    6         8      2     8    1   481
    6         8      3     4    1   594
    6         8      4     4    1   532
    6         8      5     1    1   671
    6         8      6     3    1   969
    6         8      7     7    1   635
    6         8      8     6    1  1716
    6         8      9     7    1   743
    6         8     10     5    1   681
    6         8     11     8    1   619
    6         8     12     5    1   636
    6         8     13     6    1   743
    6         8     14     7    1   434
    6         8     15     7    1   516
    6         8     16     3    1   747
    6         8     17     2    1   681
    6         8     18     1    1   429
    6         8     19     6    1   480
    6         8     20     2    1   615
    6         8     21     4    1   476
    6         8     22     1    1   810
    6         8     23     2    1  1005
    6         8     24     3    1   671
    6         8     25     5    1  1232
    6         8     26     8    1   506
    6         8     27     5    1   434
    6         8     28     8    1   506
    6         8     29     3    1   507
    6         8     30     1    1   656
    6         8     31     2    1   681
    6         8     32     6    1   455
    6         9      1     5    0   706
    6         9      2     2    1   594
    6         9      3     6    1   454
    6         9      4     2    1   434
    6         9      5     6    1   475
    6         9      6     3    1   583
    6         9      7     7    1   444
    6         9      8     3    1   408
    6         9      9     3    1   378
    6         9     10     3    1   346
    6         9     11     2    1   440
    6         9     12     6    1   681
    6         9     13     6    1   429
    6         9     14     8    1   559
    6         9     15     2    1   347
    6         9     16     7    1   465
    6         9     17     5    1   646
    6         9     18     3    1   537
    6         9     19     6    1   568
    6         9     20     4    1   410
    6         9     21     4    1   444
    6         9     22     7    1   645
    6         9     23     8    1   336
    6         9     24     3    1   414
    6         9     25     1    1   470
    6         9     26     5    1   686
    6         9     27     4    1   532
    6         9     28     3    1  1078
    6         9     29     8    1   490
    6         9     30     8    1   460
    6         9     31     1    0   449
    6         9     32     6    1   532
    6         9     33     8    1   635
    6         9     34     1    1   506
    6         9     35     5    1   810
    6         9     36     2    1  1454
    6         9     37     1    1   414
    6         9     38     5    1   447
    6         9     39     4    1   650
    6         9     40     7    1   516
    6         9     41     4    1   496
    6         9     42     7    1   512
    6         9     43     7    1   408
    6         9     44     2    0   490
    6         9     45     5    1   593
    6         9     46     4    1   516
    6         9     47     6    1   403
    6         9     48     2    1   542
    6         9     49     1    1   388
    6         9     50     6    1   424
    6         9     51     4    1   369
    6         9     52     1    1   516
    6         9     53     1    1   362
    6         9     54     2    1   424
    6         9     55     8    0   423
    6         9     56     8    1   516
    6         9     57     7    1   856
    6         9     58     5    1   619
    6         9     59     5    1   356
    6         9     60     3    1   435
    6         9     61     8    1   476
    6         9     62     7    1   681
    6         9     63     4    1   619
    6         9     64     1    1   877
    6        10      1     6    1   594
    6        10      2     4    1   485
    6        10      3     7    1   419
    6        10      4     2    1   460
    6        10      5     7    1   480
    6        10      6     5    1   465
    6        10      7     6    1   424
    6        10      8     4    1   784
    6        10      9     6    1   315
    6        10     10     5    1   635
    6        10     11     3    1   578
    6        10     12     3    1   367
    6        10     13     8    1   428
    6        10     14     6    1   382
    6        10     15     6    1   351
    6        10     16     7    1   357
    6        10     17     2    1   548
    6        10     18     5    1   527
    6        10     19     5    1   588
    6        10     20     7    1   506
    6        10     21     3    1   630
    6        10     22     5    1   625
    6        10     23     8    1   506
    6        10     24     7    1   634
    6        10     25     6    1   521
    6        10     26     8    1   460
    6        10     27     6    1   496
    6        10     28     8    1   444
    6        10     29     3    1   563
    6        10     30     2    1   485
    6        10     31     1    1   408
    6        10     32     3    1   496
    6        10     33     2    1   552
    6        10     34     7    1   439
    6        10     35     3    1   671
    6        10     36     2    1   583
    6        10     37     2    1   419
    6        10     38     1    1   542
    6        10     39     8    0   346
    6        10     40     6    1   424
    6        10     41     3    1   531
    6        10     42     1    1   398
    6        10     43     2    1   409
    6        10     44     8    1   377
    6        10     45     4    1   471
    6        10     46     4    1   393
    6        10     47     3    1   403
    6        10     48     1    1   424
    6        10     49     4    1   816
    6        10     50     2    1   491
    6        10     51     4    1   460
    6        10     52     7    1   620
    6        10     53     1    1   738
    6        10     54     5    1   408
    6        10     55     4    1   660
    6        10     56     5    1   558
    6        10     57     8    1   497
    6        10     58     7    1   938
    6        10     59     1    1   511
    6        10     60     8    1   548
    6        10     61     5    1   490
    6        10     62     4    1   600
    6        10     63     1    1  1181
    6        10     64     1    1   409
    6        11      1     4    1   579
    6        11      2     5    0   413
    6        11      3     2    1   506
    6        11      4     8    1   378
    6        11      5     7    0   532
    6        11      6     4    1   569
    6        11      7     6    1   573
    6        11      8     3    1   553
    6        11      9     1    1   321
    6        11     10     3    1   485
    6        11     11     7    1   436
    6        11     12     6    1   574
    6        11     13     2    1   532
    6        11     14     7    0   471
    6        11     15     1    1   470
    6        11     16     8    1   424
    6        11     17     7    1   351
    6        11     18     6    1   414
    6        11     19     8    1   481
    6        11     20     6    1   624
    6        11     21     1    1   491
    6        11     22     6    1   521
    6        11     23     4    1   485
    6        11     24     8    1   856
    6        11     25     4    1   480
    6        11     26     5    1   666
    6        11     27     2    1   552
    6        11     28     8    1   445
    6        11     29     7    1   423
    6        11     30     6    1   342
    6        11     31     3    1   501
    6        11     32     1    1   579
    6        11     33     3    1   470
    6        11     34     2    0   434
    6        11     35     1    1   498
    6        11     36     5    1   439
    6        11     37     3    1   424
    6        11     38     1    1   532
    6        11     39     3    1   491
    6        11     40     5    1   419
    6        11     41     4    0   388
    6        11     42     2    1  1408
    6        11     43     5    1   594
    6        11     44     1    1   805
    6        11     45     2    1   449
    6        11     46     7    1   511
    6        11     47     3    1   527
    6        11     48     6    1   686
    6        11     49     4    1   538
    6        11     50     1    1   475
    6        11     51     4    1   873
    6        11     52     7    1   506
    6        11     53     6    1   552
    6        11     54     8    1   444
    6        11     55     4    1   604
    6        11     56     5    0   527
    6        11     57     5    1   774
    6        11     58     8    1   558
    6        11     59     5    1   682
    6        11     60     2    1   537
    6        11     61     3    1   532
    6        11     62     7    1   538
    6        11     63     2    1   666
    6        11     64     8    1   481
    6        12      1     5    1   517
    6        12      2     3    1   464
    6        12      3     3    1   419
    6        12      4     1    1   511
    6        12      5     8    1   547
    6        12      6     2    1   403
    6        12      7     4    1   429
    6        12      8     8    1   413
    6        12      9     3    1   413
    6        12     10     2    1   516
    6        12     11     3    1   584
    6        12     12     1    1   506
    6        12     13     8    1   661
    6        12     14     5    1   532
    6        12     15     6    1   794
    6        12     16     7    1   403
    6        12     17     2    1   697
    6        12     18     3    1   462
    6        12     19     1    1   496
    6        12     20     2    1   660
    6        12     21     8    1   454
    6        12     22     4    1   640
    6        12     23     8    1   630
    6        12     24     1    1   522
    6        12     25     1    1   331
    6        12     26     7    1   517
    6        12     27     3    1   491
    6        12     28     2    1  1253
    6        12     29     8    1   661
    6        12     30     6    1   686
    6        12     31     5    0   862
    6        12     32     1    1   485
    6        12     33     7    1   445
    6        12     34     6    1   543
    6        12     35     1    1   594
    6        12     36     4    1   501
    6        12     37     6    1   851
    6        12     38     4    1   439
    6        12     39     3    1   574
    6        12     40     5    1   357
    6        12     41     8    1   465
    6        12     42     6    1   522
    6        12     43     7    1   455
    6        12     44     7    1   614
    6        12     45     6    1   450
    6        12     46     8    1   609
    6        12     47     6    1   516
    6        12     48     2    1   635
    6        12     49     4    1   507
    6        12     50     2    1   568
    6        12     51     2    1   444
    6        12     52     5    1   599
    6        12     53     4    1   593
    6        12     54     4    1   480
